agency,item,quantity,datereceived,totalcost
POINT PLEASANT BEACH POLICE DEPT,"TRUCK,UTILITY",1,2/21/14,"$47,023.00 "
POINT PLEASANT BEACH POLICE DEPT,"DOOR,VEHICULAR",2,8/20/11,$214.32 
POINT PLEASANT BEACH POLICE DEPT,KVL3000 KEYLOADER,1,9/25/11,"$2,130.00 "
POINT PLEASANT BEACH POLICE DEPT,KVL3000 KEYLOADER,1,9/25/11,"$2,130.00 "
POINT PLEASANT BEACH POLICE DEPT,KVL3000 KEYLOADER,1,9/25/11,"$2,130.00 "
POINT PLEASANT BEACH POLICE DEPT,RADIO SET,1,10/3/11,$0.00 
POINT PLEASANT BEACH POLICE DEPT,RADIO SET,1,10/3/11,$0.00 
POINT PLEASANT BEACH POLICE DEPT,RADIO SET,1,10/9/11,"$1,699.00 "
POINT PLEASANT BEACH POLICE DEPT,RADIO SET,1,10/9/11,"$1,699.00 "
POINT PLEASANT BEACH POLICE DEPT,RADIO SET,1,11/14/11,$0.00 
POINT PLEASANT BEACH POLICE DEPT,RADIO SET,1,11/14/11,$0.00 
POINT PLEASANT BEACH POLICE DEPT,RADIO SET,1,11/14/11,$0.00 
POINT PLEASANT BEACH POLICE DEPT,RADIO SET,1,11/14/11,$0.00 
POINT PLEASANT BEACH POLICE DEPT,RADIO SET,1,11/14/11,$0.00 
POINT PLEASANT BEACH POLICE DEPT,RADIO SET,1,11/14/11,$0.00 
POINT PLEASANT BEACH POLICE DEPT,RADIO SET,1,11/14/11,$0.00 
POINT PLEASANT BEACH POLICE DEPT,"45 PISTOL,CALIBER .45,AUTOMATIC",1,2/12/14,$58.71 
POINT PLEASANT BEACH POLICE DEPT,"45 PISTOL,CALIBER .45,AUTOMATIC",1,2/12/14,$58.71 
POINT PLEASANT BEACH POLICE DEPT,"45 PISTOL,CALIBER .45,AUTOMATIC",1,2/12/14,$58.71 
POINT PLEASANT BEACH POLICE DEPT,"45 PISTOL,CALIBER .45,AUTOMATIC",1,2/12/14,$58.71 
POINT PLEASANT BEACH POLICE DEPT,"45 PISTOL,CALIBER .45,AUTOMATIC",1,2/12/14,$58.71 
POINT PLEASANT BEACH POLICE DEPT,"45 PISTOL,CALIBER .45,AUTOMATIC",1,2/12/14,$58.71 
POINT PLEASANT BEACH POLICE DEPT,M16 ASSAULT RIFLE,1,2/21/14,$499.00 
POINT PLEASANT BEACH POLICE DEPT,M16 ASSAULT RIFLE,1,2/21/14,$499.00 
POINT PLEASANT BEACH POLICE DEPT,M16 ASSAULT RIFLE,1,2/12/14,$499.00 
POINT PLEASANT BEACH POLICE DEPT,M16 ASSAULT RIFLE,1,2/12/14,$499.00 
POINT PLEASANT BEACH POLICE DEPT,M16 ASSAULT RIFLE,1,2/12/14,$499.00 
POINT PLEASANT BEACH POLICE DEPT,M16 ASSAULT RIFLE,1,2/12/14,$499.00 
POINT PLEASANT BEACH POLICE DEPT,M16 ASSAULT RIFLE,1,2/12/14,$499.00 
POINT PLEASANT BEACH POLICE DEPT,M16 ASSAULT RIFLE,1,2/12/14,$499.00 
POINT PLEASANT BEACH POLICE DEPT,M16 ASSAULT RIFLE,1,2/12/14,$499.00 
POINT PLEASANT BEACH POLICE DEPT,M16 ASSAULT RIFLE,1,2/21/14,$499.00 
POINT PLEASANT POLICE DEPT,"TRUCK,UTILITY",1,11/26/13,"$41,061.00 "
POINT PLEASANT POLICE DEPT,FLAT PANEL MONITOR,10,2/15/14,"$2,250.00 "
RAMSEY POLICE DEPT,NIGHT VISION DEVICE,1,4/25/14,"$4,105.00 "
RARITAN TOWNSHIP POLICE DEPT,M16 ASSAULT RIFLE,1,4/22/14,$499.00 
RARITAN TOWNSHIP POLICE DEPT,M16 ASSAULT RIFLE,1,4/22/14,$499.00 
RARITAN TOWNSHIP POLICE DEPT,M16 ASSAULT RIFLE,1,4/22/14,$499.00 
RARITAN TOWNSHIP POLICE DEPT,M16 ASSAULT RIFLE,1,4/22/14,$499.00 
RARITAN TOWNSHIP POLICE DEPT,M16 ASSAULT RIFLE,1,4/22/14,$499.00 
RARITAN TOWNSHIP POLICE DEPT,M16 ASSAULT RIFLE,1,4/22/14,$499.00 
RARITAN TOWNSHIP POLICE DEPT,M16 ASSAULT RIFLE,1,4/22/14,$499.00 
READINGTON TOWNSHIP POLICE DEPT,M16 ASSAULT RIFLE,1,4/10/14,$499.00 
READINGTON TOWNSHIP POLICE DEPT,M16 ASSAULT RIFLE,1,4/10/14,$499.00 
READINGTON TOWNSHIP POLICE DEPT,M16 ASSAULT RIFLE,1,4/10/14,$499.00 
READINGTON TOWNSHIP POLICE DEPT,M16 ASSAULT RIFLE,1,4/10/14,$499.00 
READINGTON TOWNSHIP POLICE DEPT,M16 ASSAULT RIFLE,1,4/10/14,$499.00 
READINGTON TOWNSHIP POLICE DEPT,M16 ASSAULT RIFLE,1,4/10/14,$499.00 
READINGTON TOWNSHIP POLICE DEPT,M16 ASSAULT RIFLE,1,4/10/14,$499.00 
READINGTON TOWNSHIP POLICE DEPT,M16 ASSAULT RIFLE,1,4/10/14,$499.00 
READINGTON TOWNSHIP POLICE DEPT,M16 ASSAULT RIFLE,1,4/10/14,$499.00 
READINGTON TOWNSHIP POLICE DEPT,M16 ASSAULT RIFLE,1,4/10/14,$499.00 
RED BANK POLICE DEPT,"TRUCK,SNOW  REMOVAL EQUIPMENT",1,5/12/14,"$583,760.00 "
RED BANK POLICE DEPT,"TRUCK,UTILITY",1,5/8/14,"$41,061.00 "
RED BANK POLICE DEPT,"TRUCK,UTILITY",1,5/15/14,"$47,023.00 "
RED BANK POLICE DEPT,"COT,FOLDING",50,5/7/14,"$4,900.50 "
RED BANK POLICE DEPT,"TRUCK,CARGO",1,5/12/14,"$67,139.00 "
RED BANK POLICE DEPT,"COVER,FITTED,VEHICULAR CAB",1,5/12/14,$728.16 
RED BANK POLICE DEPT,"TRUCK,DUMP",2,9/3/14,"$144,850.00 "
RED BANK POLICE DEPT,TRUCK TRACTOR,1,9/3/14,"$70,832.00 "
RED BANK POLICE DEPT,"SHIPPING AND STORAGE CONTAINER,CARTRIDGE",15,9/5/14,$333.90 
RED BANK POLICE DEPT,"GRIP,PISTOL,LASER",21,9/29/14,"$5,874.96 "
RED BANK POLICE DEPT,"GENERATOR,HAND HELD",3,10/17/14,"$2,659.95 "
RED BANK POLICE DEPT,BINOCULAR,4,9/29/14,$576.28 
RED BANK POLICE DEPT,"GENERATOR SET,GASOLINE ENGINE",1,10/17/14,"$1,511.25 "
RED BANK POLICE DEPT,"GRIP,PISTOL,LASER",20,10/17/14,"$5,772.80 "
RED BANK POLICE DEPT,"COVER,FITTED,VEHICULAR BODY",1,11/3/14,$600.18 
ROXBURY TOWNSHIP POLICE DEPT,M14 ASSAULT RIFLE,1,4/22/14,$138.00 
ROXBURY TOWNSHIP POLICE DEPT,M14 ASSAULT RIFLE,1,4/22/14,$138.00 
ROXBURY TOWNSHIP POLICE DEPT,M14 ASSAULT RIFLE,1,4/22/14,$138.00 
ROXBURY TOWNSHIP POLICE DEPT,M14 ASSAULT RIFLE,1,4/22/14,$138.00 
ROXBURY TOWNSHIP POLICE DEPT,M14 ASSAULT RIFLE,1,4/22/14,$138.00 
ROXBURY TOWNSHIP POLICE DEPT,M14 ASSAULT RIFLE,1,4/22/14,$138.00 
ROXBURY TOWNSHIP POLICE DEPT,M16 ASSAULT RIFLE,1,4/22/14,$499.00 
ROXBURY TOWNSHIP POLICE DEPT,M16 ASSAULT RIFLE,1,4/22/14,$499.00 
ROXBURY TOWNSHIP POLICE DEPT,M16 ASSAULT RIFLE,1,4/22/14,$499.00 
ROXBURY TOWNSHIP POLICE DEPT,M16 ASSAULT RIFLE,1,4/22/14,$499.00 
ROXBURY TOWNSHIP POLICE DEPT,M16 ASSAULT RIFLE,1,4/22/14,$499.00 
ROXBURY TOWNSHIP POLICE DEPT,M16 ASSAULT RIFLE,1,4/22/14,$499.00 
ROXBURY TOWNSHIP POLICE DEPT,M14 ASSAULT RIFLE,1,4/22/14,$138.00 
ROXBURY TOWNSHIP POLICE DEPT,M14 ASSAULT RIFLE,1,4/22/14,$138.00 
ROXBURY TOWNSHIP POLICE DEPT,M14 ASSAULT RIFLE,1,4/22/14,$138.00 
ROXBURY TOWNSHIP POLICE DEPT,M14 ASSAULT RIFLE,1,4/22/14,$138.00 
RUMSON POLICE DEPT,"SHIPPING AND STORAGE CONTAINER,CARTRIDGE",50,9/22/14,"$1,113.00 "
RUMSON POLICE DEPT,TRUCK TRACTOR,1,9/22/14,"$86,203.00 "
RUMSON POLICE DEPT,"TRUCK,DUMP",1,10/6/14,"$92,489.00 "
RUMSON POLICE DEPT,"TRUCK,UTILITY",1,10/20/14,"$41,061.00 "
RUMSON POLICE DEPT,"TRAILER,FLAT BED",1,10/20/14,"$14,423.00 "
RUMSON POLICE DEPT,"GENERATOR SET,DIESEL ENGINE",2,11/10/14,"$21,400.00 "
SADDLE RIVER POLICE DEPT,M16 ASSAULT RIFLE,1,4/11/14,$499.00 
SADDLE RIVER POLICE DEPT,M16 ASSAULT RIFLE,1,4/11/14,$499.00 
SADDLE RIVER POLICE DEPT,M16 ASSAULT RIFLE,1,4/11/14,$499.00 
SADDLE RIVER POLICE DEPT,M16 ASSAULT RIFLE,1,4/11/14,$499.00 
SADDLE RIVER POLICE DEPT,M16 ASSAULT RIFLE,1,4/11/14,$499.00 
SADDLE RIVER POLICE DEPT,M16 ASSAULT RIFLE,1,4/11/14,$499.00 
SAYREVILLE POLICE DEPT,"TRUCK,CARGO",1,9/2/14,"$67,139.00 "
SAYREVILLE POLICE DEPT,"POWER PLANT,ELECTRIC,TRAILER MOUNTED",1,9/5/14,"$50,294.00 "
SAYREVILLE POLICE DEPT,"TRUCK,VAN",1,9/16/14,"$135,122.00 "
SAYREVILLE POLICE DEPT,"TRUCK,CARGO",1,9/2/14,"$72,040.00 "
SAYREVILLE POLICE DEPT,"TRUCK,WRECKER",1,9/16/14,"$168,960.00 "
SAYREVILLE POLICE DEPT,TRUCK TRACTOR,1,9/2/14,"$138,870.00 "
SAYREVILLE POLICE DEPT,"TRUCK,UTILITY",1,9/3/14,"$41,061.00 "
SAYREVILLE POLICE DEPT,"TRAILER,FLAT BED",1,8/29/14,"$14,423.00 "
SAYREVILLE POLICE DEPT,"TRUCK,CARGO",1,9/16/14,"$70,613.00 "
SAYREVILLE POLICE DEPT,"TRUCK,LIFT,FORK",1,9/16/14,"$72,370.00 "
SAYREVILLE POLICE DEPT,"TRAILER,TANK",1,10/7/14,"$12,955.00 "
SAYREVILLE POLICE DEPT,"TRAILER,TANK",1,10/7/14,"$12,955.00 "
SAYREVILLE POLICE DEPT,"GENERATOR SET,DIESEL ENGINE",1,9/16/14,"$10,700.00 "
SAYREVILLE POLICE DEPT,"TRUCK,UTILITY",1,10/8/14,"$41,061.00 "
SAYREVILLE POLICE DEPT,"TRUCK,UTILITY",1,9/24/14,"$41,061.00 "
SAYREVILLE POLICE DEPT,"TRAILER,FLAT BED",1,9/26/14,"$14,423.00 "
SAYREVILLE POLICE DEPT,"GENERATOR SET,DIESEL ENGINE,TRAILER MOUNTED",1,10/8/14,"$12,102.00 "
SAYREVILLE POLICE DEPT,"LIGHT,SURGICAL,FIELD",1,9/26/14,"$11,278.40 "
SAYREVILLE POLICE DEPT,"TRAILER,CARGO",1,9/26/14,"$10,245.00 "
SAYREVILLE POLICE DEPT,"TRUCK,UTILITY",1,10/16/14,"$41,061.00 "
SAYREVILLE POLICE DEPT,"TRACTOR,FULL TRACKED,LOW  SPEED",1,10/14/14,"$72,325.00 "
SAYREVILLE POLICE DEPT,"CHEST,AMMUNITION",50,10/10/14,$194.00 
SAYREVILLE POLICE DEPT,"CHEST,AMMUNITION",1,10/10/14,$11.10 
SAYREVILLE POLICE DEPT,"CHEST,AMMUNITION",25,10/10/14,$277.50 
SAYREVILLE POLICE DEPT,"TRUCK,UTILITY",1,10/10/14,"$41,061.00 "
SAYREVILLE POLICE DEPT,No Item Name Available,2,10/10/14,$775.50 
SAYREVILLE POLICE DEPT,"GENERATOR SET,DIESEL ENGINE",1,10/17/14,"$10,700.00 "
SCOTCH PLAINS POLICE DEPT,"SIGHT,REFLEX",15,9/26/14,"$5,100.00 "
SCOTCH PLAINS POLICE DEPT,"TRUCK,CARGO",1,11/5/14,"$67,139.00 "
SCOTCH PLAINS POLICE DEPT,"GENERATOR SET,DIESEL ENGINE",2,11/5/14,"$21,400.00 "
SCOTCH PLAINS POLICE DEPT,"TRAILER,CARGO",1,11/5/14,"$8,524.00 "
SEA BRIGHT POLICE DEPT,"TRAILER,CARGO",1,2/27/14,"$8,954.00 "
SEA GIRT BOROUGH POLICE DEPT,"TRAILER,CARGO",2,8/25/14,"$17,048.00 "
SEA GIRT BOROUGH POLICE DEPT,"TRUCK,UTILITY",1,8/27/14,"$41,061.00 "
SEA GIRT BOROUGH POLICE DEPT,"TRUCK,CARGO",1,9/3/14,"$67,139.00 "
SEA GIRT BOROUGH POLICE DEPT,"TRUCK,UTILITY",1,8/27/14,"$41,061.00 "
SEA GIRT BOROUGH POLICE DEPT,"TRUCK,UTILITY",1,9/11/14,"$41,061.00 "
SEA GIRT BOROUGH POLICE DEPT,MULE,1,8/27/14,"$10,000.00 "
SEA GIRT BOROUGH POLICE DEPT,"PUMPING ASSEMBLY,FLAMMABLE LIQUID,BULK TRANSFER",2,9/8/14,"$25,188.00 "
SEA GIRT BOROUGH POLICE DEPT,"TRACTOR,FULL TRACKED,LOW  SPEED",1,9/8/14,"$72,325.00 "
SEA GIRT BOROUGH POLICE DEPT,SPECIAL PURPOSE VEHICLE,1,9/11/14,"$190,744.00 "
SEA GIRT BOROUGH POLICE DEPT,"CAN,MILITARY",10,9/8/14,$528.60 
SEA GIRT BOROUGH POLICE DEPT,"TRUCK,CARGO",1,9/10/14,"$70,613.00 "
SEA GIRT BOROUGH POLICE DEPT,"CAMERA, DIGITAL",1,9/8/14,$500.00 
SEA GIRT BOROUGH POLICE DEPT,"HOSE,NONMETALLIC",5,9/8/14,"$3,510.00 "
SEA GIRT BOROUGH POLICE DEPT,OPTICAL INSTRUMENTS,5,9/8/14,$250.00 
SEA GIRT BOROUGH POLICE DEPT,"TRUCK,UTILITY",1,9/24/14,"$41,061.00 "
SEA GIRT BOROUGH POLICE DEPT,"TRUCK,DUMP",2,9/10/14,"$144,850.00 "
SEA GIRT BOROUGH POLICE DEPT,"TRUCK,CARGO",1,9/10/14,"$72,040.00 "
SEA GIRT BOROUGH POLICE DEPT,COT,7,10/1/14,$280.00 
SEA GIRT BOROUGH POLICE DEPT,"TOOL KIT,GENERAL MECHANIC'S",4,10/1/14,"$7,220.00 "
SEA GIRT BOROUGH POLICE DEPT,"TRUNK,LOCKER",4,10/1/14,$418.12 
SEA GIRT BOROUGH POLICE DEPT,"SIGNS, AD DISPLAYS, AND ID PLATES",1,10/3/14,"$11,623.50 "
SEA GIRT BOROUGH POLICE DEPT,"TRUNK,LOCKER",1,10/1/14,$104.53 
SEA GIRT BOROUGH POLICE DEPT,"CASE,COMPUTER",2,10/1/14,$330.00 
SEA GIRT BOROUGH POLICE DEPT,"LITTER,NONRIGID,POLELESS",8,10/1/14,"$2,000.00 "
SEA GIRT BOROUGH POLICE DEPT,"SPINAL  KIT,IMMOBILIZATION,FIELD",4,10/2/14,"$2,977.28 "
SEA GIRT BOROUGH POLICE DEPT,"EXTRACTION DEVICE,SPINE SPLINT ASSEMBLY",10,9/30/14,"$2,593.00 "
SEA GIRT BOROUGH POLICE DEPT,"TOOL KIT,WELDER'S",5,9/29/14,"$2,775.00 "
SEA GIRT BOROUGH POLICE DEPT,"MITTEN SET,EXTREME COLD WEATHER",30,10/1/14,"$1,065.60 "
SEA GIRT BOROUGH POLICE DEPT,"PUMPING ASSEMBLY,FLAMMABLE LIQUID,BULK TRANSFER",1,10/2/14,"$6,411.00 "
SEA GIRT BOROUGH POLICE DEPT,"PUMPING ASSEMBLY,FLAMMABLE LIQUID,BULK TRANSFER",1,10/2/14,"$6,411.00 "
SEA GIRT BOROUGH POLICE DEPT,HAND DOLLY,1,9/30/14,"$1,500.00 "
SEA GIRT BOROUGH POLICE DEPT,INDIVIDUAL CASE,25,10/1/14,$285.75 
SEA GIRT BOROUGH POLICE DEPT,SEARCHLIGHT,5,10/1/14,"$5,655.05 "
SEA GIRT BOROUGH POLICE DEPT,"KIT BAG,FLYER'S",25,10/3/14,$752.75 
SEA GIRT BOROUGH POLICE DEPT,"CASE,SMALL ARMS AMMUNITION",7,10/3/14,$57.68 
SEA GIRT BOROUGH POLICE DEPT,"GOGGLES,INDUSTRIAL",16,10/3/14,$916.48 
SEA GIRT BOROUGH POLICE DEPT,MODULAR SLEEP SYSTEM,3,10/2/14,$789.15 
SEA GIRT BOROUGH POLICE DEPT,SLEEPING BAG,9,10/3/14,$952.65 
SEA GIRT BOROUGH POLICE DEPT,SHIPPING CASE,20,10/2/14,"$4,000.00 "
SEA GIRT BOROUGH POLICE DEPT,BINOCULARS,1,10/1/14,$10.00 
SEA GIRT BOROUGH POLICE DEPT,"POUCH,HUMAN REMAINS",30,10/1/14,"$4,095.90 "
SEA GIRT BOROUGH POLICE DEPT,"GENERATOR SET,GASOLINE ENGINE",1,10/2/14,"$4,491.00 "
SEA GIRT BOROUGH POLICE DEPT,"PUMP UNIT,CENTRIFUGAL",1,10/2/14,"$2,977.00 "
SEA GIRT BOROUGH POLICE DEPT,"TOOL KIT,CARPENTER'S",1,10/1/14,"$4,306.00 "
SEA GIRT BOROUGH POLICE DEPT,MODULAR SLEEP SYSTEM,5,10/2/14,"$1,315.25 "
SEA GIRT BOROUGH POLICE DEPT,MODULAR SLEEP SYSTEM,3,10/2/14,$789.15 
SEA GIRT BOROUGH POLICE DEPT,"PUMPING ASSEMBLY,FLAMMABLE LIQUID,BULK TRANSFER",2,10/1/14,"$4,154.00 "
SEA GIRT BOROUGH POLICE DEPT,"STRETCHER,FOLDING",1,10/3/14,$306.65 
SEA GIRT BOROUGH POLICE DEPT,"STRETCHER,FOLDING",1,10/3/14,$306.65 
SEA GIRT BOROUGH POLICE DEPT,"POCKET,AMMUNITION MAGAZINE",30,10/2/14,$300.00 
SEA GIRT BOROUGH POLICE DEPT,RADIO POUCH,6,10/2/14,$67.74 
SEA GIRT BOROUGH POLICE DEPT,"FIELD PACK,LARGE,SET",3,10/2/14,$789.75 
SEA GIRT BOROUGH POLICE DEPT,ASSAULT PACK,11,10/2/14,$989.67 
SEA GIRT BOROUGH POLICE DEPT,ASSAULT PACK,2,10/2/14,$179.94 
SEA GIRT BOROUGH POLICE DEPT,ASSAULT PACK,2,10/2/14,$179.94 
SEA GIRT BOROUGH POLICE DEPT,ASSAULT PACK,1,9/30/14,$89.97 
SEA GIRT BOROUGH POLICE DEPT,INDIVIDUAL EQUIPMENT,30,10/2/14,"$6,000.00 "
SEA GIRT BOROUGH POLICE DEPT,SLEEPING BAG,8,10/21/14,$378.40 
SEA GIRT BOROUGH POLICE DEPT,LAPTOP CASE,25,10/21/14,$749.75 
SEA GIRT BOROUGH POLICE DEPT,COMMUNICATION SUBSYSTEM,3,10/21/14,"$16,185.00 "
SEA GIRT BOROUGH POLICE DEPT,COMMUNICATION SUBSYSTEM,5,10/21/14,"$26,975.00 "
SEA GIRT BOROUGH POLICE DEPT,COMMUNICATION SUBSYSTEM,5,10/21/14,"$26,975.00 "
SEA GIRT BOROUGH POLICE DEPT,"TOOL KIT,WELDER'S",3,10/20/14,"$1,623.00 "
SEA GIRT BOROUGH POLICE DEPT,"DRILL, POWER",2,10/21/14,$200.00 
SEA GIRT BOROUGH POLICE DEPT,LUGGAGE,10,10/21/14,$200.00 
SEA GIRT BOROUGH POLICE DEPT,"CAMERA, DIGITAL",1,10/20/14,$409.00 
SEA GIRT BOROUGH POLICE DEPT,"CAMERA SYSTEM,DIGITAL",1,10/20/14,$0.00 
SEA GIRT BOROUGH POLICE DEPT,"TRIPOD, CAMERA",1,10/20/14,$100.00 
SEA GIRT BOROUGH POLICE DEPT,TOOLBOX,4,10/21/14,$400.00 
SEA GIRT BOROUGH POLICE DEPT,"COMPRESSOR  UNIT,RECIPROCATING",1,10/21/14,"$1,072.00 "
SEA GIRT BOROUGH POLICE DEPT,"GENERATOR SET,DIESEL ENGINE",1,10/21/14,"$6,459.00 "
SEA GIRT BOROUGH POLICE DEPT,SHIPPING CASE,15,10/20/14,"$2,250.00 "
SEA GIRT BOROUGH POLICE DEPT,ELECTRIC VEHICULAR LIGHTS AND FIXTURES,38,10/21/14,"$9,766.00 "
SEA GIRT BOROUGH POLICE DEPT,"BRUSH,CLEANING,SMALL  ARMS",50,10/20/14,$26.00 
SEA GIRT BOROUGH POLICE DEPT,"GOGGLES,INDUSTRIAL",27,10/20/14,"$1,672.92 "
SEA GIRT BOROUGH POLICE DEPT,"TOOL KIT,ELECTRONIC",1,10/20/14,$999.00 
SEA GIRT BOROUGH POLICE DEPT,TOOLBOX,10,10/20/14,"$1,000.00 "
SEA GIRT BOROUGH POLICE DEPT,BATTERY CHARGER,10,10/21/14,$747.50 
SEA GIRT BOROUGH POLICE DEPT,COMMUNICATION SUBSYSTEM,5,10/20/14,"$26,975.00 "
SEA GIRT BOROUGH POLICE DEPT,COMMUNICATION SUBSYSTEM,5,10/21/14,"$26,975.00 "
SEA GIRT BOROUGH POLICE DEPT,COMMUNICATION SUBSYSTEM,5,10/20/14,"$26,975.00 "
SEA GIRT BOROUGH POLICE DEPT,TABLE ASSEMBLY,7,10/21/14,"$3,472.63 "
SEA GIRT BOROUGH POLICE DEPT,"MICROSCOPE,OPTICAL",2,10/21/14,"$12,360.88 "
SEA GIRT BOROUGH POLICE DEPT,HEADLIGHT,5,10/21/14,$0.00 
SEA GIRT BOROUGH POLICE DEPT,GARDENING IMPLEMENTS AND TOOLS,7,10/20/14,$210.00 
SEA GIRT BOROUGH POLICE DEPT,"TOOL KIT,ELECTRICAL CONTACT",5,10/21/14,"$12,075.80 "
SEA GIRT BOROUGH POLICE DEPT,MODULAR SLEEP SYSTEM,4,10/21/14,"$1,052.20 "
SEA GIRT BOROUGH POLICE DEPT,INDIVIDUAL BELT,11,10/20/14,$351.45 
SEA GIRT BOROUGH POLICE DEPT,BAGS AND SACKS,1,10/20/14,$320.00 
SEA GIRT BOROUGH POLICE DEPT,INDIVIDUAL CASE,6,10/20/14,$51.00 
SEA GIRT BOROUGH POLICE DEPT,"EXTRACTION DEVICE,SPINE SPLINT ASSEMBLY",5,10/21/14,"$1,439.50 "
SEA GIRT BOROUGH POLICE DEPT,"BACKPACK,MEDICAL,TACTICAL FIELD CARE",6,10/20/14,"$3,492.12 "
SEA GIRT BOROUGH POLICE DEPT,"TOOL KIT,CARPENTER'S",1,10/21/14,"$10,890.82 "
SEA GIRT BOROUGH POLICE DEPT,"SPLINT,LEG",20,10/21/14,"$5,218.40 "
SEA GIRT BOROUGH POLICE DEPT,BAGS AND SACKS,6,10/20/14,$450.00 
SEA GIRT BOROUGH POLICE DEPT,"MEDICAL EQUIPMENT SET,COMBAT MEDIC-2009",1,10/21/14,"$3,402.84 "
SEA GIRT BOROUGH POLICE DEPT,STETHOSCOPE,17,10/21/14,"$2,423.86 "
SEA GIRT BOROUGH POLICE DEPT,"CASE,ELECTRONIC COMMUNICATIONS EQUIPMENT",8,10/21/14,$329.28 
SEA GIRT BOROUGH POLICE DEPT,"EXTRACTOR,SCREW",2,10/21/14,"$1,030.66 "
SEA GIRT BOROUGH POLICE DEPT,TOOLBOX,1,10/20/14,$100.00 
SEA GIRT BOROUGH POLICE DEPT,"HAND TOOLS, POWER DRIVEN",1,10/21/14,$100.00 
SEA GIRT BOROUGH POLICE DEPT,"MAT,SLEEPING",7,10/21/14,$63.63 
SEA GIRT BOROUGH POLICE DEPT,"GENERATOR SET,DIESEL ENGINE,TRAILER MOUNTED",1,11/10/14,"$44,776.00 "
SEASIDE HEIGHTS POLICE DEPT,"TRUCK,UTILITY",1,10/9/14,"$47,023.00 "
SEASIDE HEIGHTS POLICE DEPT,"TRUCK,UTILITY",1,10/9/14,"$41,061.00 "
SEASIDE HEIGHTS POLICE DEPT,"FAN,CIRCULATING",4,10/14/14,$262.80 
SEASIDE PARK POLICE DEPT,"TRUCK,UTILITY",1,4/24/14,"$43,376.00 "
SEASIDE PARK POLICE DEPT,"TRUCK,UTILITY",1,3/20/14,"$50,458.00 "
SEASIDE PARK POLICE DEPT,"TRUCK,UTILITY",1,4/24/14,"$50,458.00 "
SEASIDE PARK POLICE DEPT,"CHEST,AMMUNITION",15,3/20/14,$166.50 
SEASIDE PARK POLICE DEPT,"SUIT,SURVIVAL,COLD",15,3/20/14,"$4,746.00 "
SEASIDE PARK POLICE DEPT,"GOGGLES,INDUSTRIAL",15,3/20/14,$859.20 
SEASIDE PARK POLICE DEPT,"SHOP EQUIPMENT,AUTOMOTIVE VEHICLE",1,3/20/14,"$29,395.00 "
SEASIDE PARK POLICE DEPT,"SIGHT,REFLEX",10,3/20/14,"$3,400.00 "
SEASIDE PARK POLICE DEPT,"BIPOD,RIFLE",1,4/22/14,$124.37 
SEASIDE PARK POLICE DEPT,MARINE LIFESAVING AND DIVING EQUIPMENT,14,3/20/14,$459.90 
SEASIDE PARK POLICE DEPT,"MAGAZINE,CARTRIDGE",50,3/20/14,$499.00 
SEASIDE PARK POLICE DEPT,"OVERALLS,COLD  WEATHER",20,3/20/14,$864.40 
SEASIDE PARK POLICE DEPT,WEAPON PARTS,10,3/20/14,"$1,000.00 "
SEASIDE PARK POLICE DEPT,RIFLEMAN SET,2,3/20/14,$672.66 
SEASIDE PARK POLICE DEPT,BRIEF CASE,1,3/20/14,$150.00 
SEASIDE PARK POLICE DEPT,"FACESHIELD,INDUSTRIAL",12,3/20/14,"$1,298.76 "
SEASIDE PARK POLICE DEPT,"WHEEL,PNEUMATIC TIRE",12,3/20/14,"$3,192.00 "
SEASIDE PARK POLICE DEPT,LUGGAGE,1,7/25/14,$320.00 
SEASIDE PARK POLICE DEPT,"MAGAZINE,CARTRIDGE",30,7/25/14,$299.40 
SEASIDE PARK POLICE DEPT,LUGGAGE,2,7/25/14,$640.00 
SEASIDE PARK POLICE DEPT,GYM BENCH,1,9/12/14,$50.00 
SEASIDE PARK POLICE DEPT,LAPTOP CASE,4,8/25/14,$200.00 
SEASIDE PARK POLICE DEPT,"GRIP,RIFLE",5,9/12/14,$175.80 
SEASIDE PARK POLICE DEPT,"SIGHT,BORE,OPTICAL",2,9/5/14,"$1,604.00 "
SEASIDE PARK POLICE DEPT,THERMAL IMAGING CAM,1,9/12/14,"$9,902.00 "
SEASIDE PARK POLICE DEPT,CROSS TRAINER,1,10/6/14,"$2,400.00 "
SEASIDE PARK POLICE DEPT,STEPPER,1,10/6/14,"$2,225.00 "
SEASIDE PARK POLICE DEPT,"BICYCLE, RECUMBENT",1,10/6/14,"$1,789.00 "
SEASIDE PARK POLICE DEPT,"BICYCLE, EXERCISE",1,10/6/14,"$1,699.48 "
SEASIDE PARK POLICE DEPT,CLIMBER,1,10/6/14,"$2,095.00 "
SEASIDE PARK POLICE DEPT,ATHLETIC AND SPORTING EQUIPMENT,1,10/6/14,"$3,449.00 "
SEASIDE PARK POLICE DEPT,WHEEL AND RUNFLAT,1,10/6/14,"$1,343.00 "
SEASIDE PARK POLICE DEPT,TREADMILL,1,10/7/14,"$5,500.00 "
SEASIDE PARK POLICE DEPT,"INTRENCHING TOOL,HAND",5,10/6/14,$184.10 
SEASIDE PARK POLICE DEPT,RECREATIONAL AND GYMNASTIC EQUIPMENT,1,10/7/14,"$1,500.00 "
SEASIDE PARK POLICE DEPT,RECREATIONAL AND GYMNASTIC EQUIPMENT,1,10/7/14,"$1,500.00 "
