agency,county,item,quantity,date_received,total_cost
JERSEY CITY POLICE DEPT,HUDSON,M16 ASSAULT RIFLE,1,4/15/14,$499.00 
JERSEY CITY POLICE DEPT,HUDSON,M16 ASSAULT RIFLE,1,4/15/14,$499.00 
JERSEY CITY POLICE DEPT,HUDSON,M16 ASSAULT RIFLE,1,4/17/14,$499.00 
JERSEY CITY POLICE DEPT,HUDSON,M16 ASSAULT RIFLE,1,4/15/14,$499.00 
JERSEY CITY POLICE DEPT,HUDSON,M16 ASSAULT RIFLE,1,4/16/14,$499.00 
JERSEY CITY POLICE DEPT,HUDSON,M16 ASSAULT RIFLE,1,4/16/14,$499.00 
JERSEY CITY POLICE DEPT,HUDSON,M16 ASSAULT RIFLE,1,4/16/14,$499.00 
JERSEY CITY POLICE DEPT,HUDSON,M16 ASSAULT RIFLE,1,4/15/14,$499.00 
JERSEY CITY POLICE DEPT,HUDSON,M16 ASSAULT RIFLE,1,4/15/14,$499.00 
JERSEY CITY POLICE DEPT,HUDSON,M16 ASSAULT RIFLE,1,4/15/14,$499.00 
JERSEY CITY POLICE DEPT,HUDSON,M16 ASSAULT RIFLE,1,4/16/14,$499.00 
JERSEY CITY POLICE DEPT,HUDSON,M16 ASSAULT RIFLE,1,4/15/14,$499.00 
JERSEY CITY POLICE DEPT,HUDSON,M16 ASSAULT RIFLE,1,4/15/14,$499.00 
JERSEY CITY POLICE DEPT,HUDSON,M16 ASSAULT RIFLE,1,4/15/14,$499.00 
JERSEY CITY POLICE DEPT,HUDSON,M16 ASSAULT RIFLE,1,4/15/14,$499.00 
JERSEY CITY POLICE DEPT,HUDSON,M16 ASSAULT RIFLE,1,4/16/14,$499.00 
JERSEY CITY POLICE DEPT,HUDSON,M16 ASSAULT RIFLE,1,4/15/14,$499.00 
JERSEY CITY POLICE DEPT,HUDSON,M16 ASSAULT RIFLE,1,4/16/14,$499.00 
JERSEY CITY POLICE DEPT,HUDSON,M16 ASSAULT RIFLE,1,4/15/14,$499.00 
JERSEY CITY POLICE DEPT,HUDSON,M16 ASSAULT RIFLE,1,4/17/14,$499.00 
JERSEY CITY POLICE DEPT,HUDSON,M16 ASSAULT RIFLE,1,4/17/14,$499.00 
JERSEY CITY POLICE DEPT,HUDSON,M16 ASSAULT RIFLE,1,4/15/14,$499.00 
JERSEY CITY POLICE DEPT,HUDSON,M16 ASSAULT RIFLE,1,4/15/14,$499.00 
JERSEY CITY POLICE DEPT,HUDSON,M16 ASSAULT RIFLE,1,4/15/14,$499.00 
JERSEY CITY POLICE DEPT,HUDSON,M16 ASSAULT RIFLE,1,4/15/14,$499.00 
JERSEY CITY POLICE DEPT,HUDSON,M16 ASSAULT RIFLE,1,4/15/14,$499.00 
JERSEY CITY POLICE DEPT,HUDSON,M16 ASSAULT RIFLE,1,4/15/14,$499.00 
JERSEY CITY POLICE DEPT,HUDSON,M16 ASSAULT RIFLE,1,4/15/14,$499.00 
JERSEY CITY POLICE DEPT,HUDSON,M16 ASSAULT RIFLE,1,4/17/14,$499.00 
JERSEY CITY POLICE DEPT,HUDSON,M16 ASSAULT RIFLE,1,4/15/14,$499.00 
JERSEY CITY POLICE DEPT,HUDSON,M16 ASSAULT RIFLE,1,4/15/14,$499.00 
JERSEY CITY POLICE DEPT,HUDSON,M16 ASSAULT RIFLE,1,4/16/14,$499.00 
JERSEY CITY POLICE DEPT,HUDSON,M16 ASSAULT RIFLE,1,4/15/14,$499.00 
JERSEY CITY POLICE DEPT,HUDSON,M16 ASSAULT RIFLE,1,4/15/14,$499.00 
JERSEY CITY POLICE DEPT,HUDSON,M16 ASSAULT RIFLE,1,4/15/14,$499.00 
JERSEY CITY POLICE DEPT,HUDSON,M16 ASSAULT RIFLE,1,4/15/14,$499.00 
JERSEY CITY POLICE DEPT,HUDSON,M16 ASSAULT RIFLE,1,4/15/14,$499.00 
JERSEY CITY POLICE DEPT,HUDSON,M16 ASSAULT RIFLE,1,4/15/14,$499.00 
JERSEY CITY POLICE DEPT,HUDSON,M16 ASSAULT RIFLE,1,4/16/14,$499.00 
JERSEY CITY POLICE DEPT,HUDSON,M16 ASSAULT RIFLE,1,4/17/14,$499.00 
JERSEY CITY POLICE DEPT,HUDSON,M16 ASSAULT RIFLE,1,4/17/14,$499.00 
JERSEY CITY POLICE DEPT,HUDSON,M16 ASSAULT RIFLE,1,4/15/14,$499.00 
JERSEY CITY POLICE DEPT,HUDSON,M16 ASSAULT RIFLE,1,4/15/14,$499.00 
JERSEY CITY POLICE DEPT,HUDSON,M16 ASSAULT RIFLE,1,4/15/14,$499.00 
JERSEY CITY POLICE DEPT,HUDSON,M16 ASSAULT RIFLE,1,4/16/14,$499.00 
JERSEY CITY POLICE DEPT,HUDSON,M16 ASSAULT RIFLE,1,4/15/14,$499.00 
JERSEY CITY POLICE DEPT,HUDSON,M16 ASSAULT RIFLE,1,4/15/14,$499.00 
JERSEY CITY POLICE DEPT,HUDSON,M16 ASSAULT RIFLE,1,4/16/14,$499.00 
JERSEY CITY POLICE DEPT,HUDSON,M16 ASSAULT RIFLE,1,4/15/14,$499.00 
JERSEY CITY POLICE DEPT,HUDSON,M16 ASSAULT RIFLE,1,4/16/14,$499.00 
JERSEY CITY POLICE DEPT,HUDSON,M16 ASSAULT RIFLE,1,4/15/14,$499.00 
JERSEY CITY POLICE DEPT,HUDSON,M16 ASSAULT RIFLE,1,4/15/14,$499.00 
JERSEY CITY POLICE DEPT,HUDSON,M16 ASSAULT RIFLE,1,4/16/14,$499.00 
JERSEY CITY POLICE DEPT,HUDSON,M16 ASSAULT RIFLE,1,4/16/14,$499.00 
JERSEY CITY POLICE DEPT,HUDSON,M16 ASSAULT RIFLE,1,4/15/14,$499.00 
JERSEY CITY POLICE DEPT,HUDSON,M16 ASSAULT RIFLE,1,4/15/14,$499.00 
JERSEY CITY POLICE DEPT,HUDSON,M16 ASSAULT RIFLE,1,4/16/14,$499.00 
JERSEY CITY POLICE DEPT,HUDSON,M16 ASSAULT RIFLE,1,4/15/14,$499.00 
JERSEY CITY POLICE DEPT,HUDSON,M16 ASSAULT RIFLE,1,4/15/14,$499.00 
JERSEY CITY POLICE DEPT,HUDSON,M16 ASSAULT RIFLE,1,4/16/14,$499.00 
JERSEY CITY POLICE DEPT,HUDSON,M16 ASSAULT RIFLE,1,4/15/14,$499.00 
JERSEY CITY POLICE DEPT,HUDSON,M16 ASSAULT RIFLE,1,4/15/14,$499.00 
JERSEY CITY POLICE DEPT,HUDSON,M16 ASSAULT RIFLE,1,4/16/14,$499.00 
JERSEY CITY POLICE DEPT,HUDSON,M16 ASSAULT RIFLE,1,4/16/14,$499.00 
JERSEY CITY POLICE DEPT,HUDSON,M16 ASSAULT RIFLE,1,4/22/14,$499.00 
JERSEY CITY POLICE DEPT,HUDSON,M16 ASSAULT RIFLE,1,4/16/14,$499.00 
JERSEY CITY POLICE DEPT,HUDSON,M16 ASSAULT RIFLE,1,4/15/14,$499.00 
JERSEY CITY POLICE DEPT,HUDSON,M16 ASSAULT RIFLE,1,4/15/14,$499.00 
JERSEY CITY POLICE DEPT,HUDSON,M16 ASSAULT RIFLE,1,4/15/14,$499.00 
JERSEY CITY POLICE DEPT,HUDSON,M16 ASSAULT RIFLE,1,4/16/14,$499.00 
JERSEY CITY POLICE DEPT,HUDSON,M16 ASSAULT RIFLE,1,4/15/14,$499.00 
JERSEY CITY POLICE DEPT,HUDSON,M16 ASSAULT RIFLE,1,4/15/14,$499.00 
JERSEY CITY POLICE DEPT,HUDSON,M16 ASSAULT RIFLE,1,4/15/14,$499.00 
JERSEY CITY POLICE DEPT,HUDSON,M16 ASSAULT RIFLE,1,4/15/14,$499.00 
JERSEY CITY POLICE DEPT,HUDSON,M16 ASSAULT RIFLE,1,4/15/14,$499.00 
JERSEY CITY POLICE DEPT,HUDSON,M16 ASSAULT RIFLE,1,4/16/14,$499.00 
JERSEY CITY POLICE DEPT,HUDSON,M16 ASSAULT RIFLE,1,4/15/14,$499.00 
JERSEY CITY POLICE DEPT,HUDSON,M16 ASSAULT RIFLE,1,4/15/14,$499.00 
JERSEY CITY POLICE DEPT,HUDSON,M16 ASSAULT RIFLE,1,4/16/14,$499.00 
JERSEY CITY POLICE DEPT,HUDSON,M16 ASSAULT RIFLE,1,4/15/14,$499.00 
JERSEY CITY POLICE DEPT,HUDSON,M16 ASSAULT RIFLE,1,4/15/14,$499.00 
JERSEY CITY POLICE DEPT,HUDSON,M16 ASSAULT RIFLE,1,4/15/14,$499.00 
JERSEY CITY POLICE DEPT,HUDSON,M16 ASSAULT RIFLE,1,4/22/14,$499.00 
JERSEY CITY POLICE DEPT,HUDSON,M16 ASSAULT RIFLE,1,4/15/14,$499.00 
JERSEY CITY POLICE DEPT,HUDSON,M16 ASSAULT RIFLE,1,4/17/14,$499.00 
JERSEY CITY POLICE DEPT,HUDSON,M16 ASSAULT RIFLE,1,4/16/14,$499.00 
JERSEY CITY POLICE DEPT,HUDSON,M16 ASSAULT RIFLE,1,4/15/14,$499.00 
JERSEY CITY POLICE DEPT,HUDSON,M16 ASSAULT RIFLE,1,4/15/14,$499.00 
JERSEY CITY POLICE DEPT,HUDSON,M16 ASSAULT RIFLE,1,4/15/14,$499.00 
JERSEY CITY POLICE DEPT,HUDSON,M16 ASSAULT RIFLE,1,4/17/14,$499.00 
JERSEY CITY POLICE DEPT,HUDSON,M16 ASSAULT RIFLE,1,4/15/14,$499.00 
JERSEY CITY POLICE DEPT,HUDSON,M16 ASSAULT RIFLE,1,4/15/14,$499.00 
JERSEY CITY POLICE DEPT,HUDSON,M16 ASSAULT RIFLE,1,4/16/14,$499.00 
JERSEY CITY POLICE DEPT,HUDSON,M16 ASSAULT RIFLE,1,4/15/14,$499.00 
JERSEY CITY POLICE DEPT,HUDSON,M16 ASSAULT RIFLE,1,4/15/14,$499.00 
JERSEY CITY POLICE DEPT,HUDSON,M16 ASSAULT RIFLE,1,4/15/14,$499.00 
JERSEY CITY POLICE DEPT,HUDSON,M16 ASSAULT RIFLE,1,4/15/14,$499.00 
JERSEY CITY POLICE DEPT,HUDSON,M16 ASSAULT RIFLE,1,4/15/14,$499.00 
JERSEY CITY POLICE DEPT,HUDSON,M16 ASSAULT RIFLE,1,4/16/14,$499.00 
JERSEY CITY POLICE DEPT,HUDSON,M16 ASSAULT RIFLE,1,4/15/14,$499.00 
JERSEY CITY POLICE DEPT,HUDSON,M16 ASSAULT RIFLE,1,4/15/14,$499.00 
JERSEY CITY POLICE DEPT,HUDSON,M16 ASSAULT RIFLE,1,4/15/14,$499.00 
JERSEY CITY POLICE DEPT,HUDSON,M16 ASSAULT RIFLE,1,4/15/14,$499.00 
JERSEY CITY POLICE DEPT,HUDSON,M16 ASSAULT RIFLE,1,4/16/14,$499.00 
JERSEY CITY POLICE DEPT,HUDSON,M16 ASSAULT RIFLE,1,4/16/14,$499.00 
JERSEY CITY POLICE DEPT,HUDSON,M16 ASSAULT RIFLE,1,4/16/14,$499.00 
JERSEY CITY POLICE DEPT,HUDSON,M16 ASSAULT RIFLE,1,4/15/14,$499.00 
JERSEY CITY POLICE DEPT,HUDSON,M16 ASSAULT RIFLE,1,4/17/14,$499.00 
JERSEY CITY POLICE DEPT,HUDSON,M16 ASSAULT RIFLE,1,4/15/14,$499.00 
JERSEY CITY POLICE DEPT,HUDSON,M16 ASSAULT RIFLE,1,4/15/14,$499.00 
JERSEY CITY POLICE DEPT,HUDSON,M16 ASSAULT RIFLE,1,4/15/14,$499.00 
JERSEY CITY POLICE DEPT,HUDSON,M16 ASSAULT RIFLE,1,4/16/14,$499.00 
JERSEY CITY POLICE DEPT,HUDSON,M14 ASSAULT RIFLE,1,4/16/14,$138.00 
JERSEY CITY POLICE DEPT,HUDSON,M14 ASSAULT RIFLE,1,4/16/14,$138.00 
JERSEY CITY POLICE DEPT,HUDSON,M14 ASSAULT RIFLE,1,4/16/14,$138.00 
JERSEY CITY POLICE DEPT,HUDSON,M14 ASSAULT RIFLE,1,4/16/14,$138.00 
JERSEY CITY POLICE DEPT,HUDSON,M14 ASSAULT RIFLE,1,4/16/14,$138.00 
JERSEY CITY POLICE DEPT,HUDSON,M14 ASSAULT RIFLE,1,4/17/14,$138.00 
JERSEY CITY POLICE DEPT,HUDSON,M14 ASSAULT RIFLE,1,4/16/14,$138.00 
JERSEY CITY POLICE DEPT,HUDSON,M14 ASSAULT RIFLE,1,4/16/14,$138.00 
JERSEY CITY POLICE DEPT,HUDSON,M14 ASSAULT RIFLE,1,4/16/14,$138.00 
JERSEY CITY POLICE DEPT,HUDSON,M14 ASSAULT RIFLE,1,4/16/14,$138.00 
JERSEY CITY POLICE DEPT,HUDSON,M14 ASSAULT RIFLE,1,4/16/14,$138.00 
JERSEY CITY POLICE DEPT,HUDSON,M14 ASSAULT RIFLE,1,4/22/14,$138.00 
JERSEY CITY POLICE DEPT,HUDSON,M14 ASSAULT RIFLE,1,4/16/14,$138.00 
JERSEY CITY POLICE DEPT,HUDSON,M14 ASSAULT RIFLE,1,4/17/14,$138.00 
JERSEY CITY POLICE DEPT,HUDSON,M14 ASSAULT RIFLE,1,4/22/14,$138.00 
KEANSBURG POLICE DEPT,MONMOUTH,"TRUCK,UTILITY",1,12/18/13,"$41,061.00 "
KEANSBURG POLICE DEPT,MONMOUTH,"TRUCK,UTILITY",1,12/18/13,"$41,061.00 "
KEANSBURG POLICE DEPT,MONMOUTH,"TRUCK,UTILITY",1,12/18/13,"$41,061.00 "
KEANSBURG POLICE DEPT,MONMOUTH,BALLISTIC BLANKET,2,11/26/13,"$9,522.52 "
KEANSBURG POLICE DEPT,MONMOUTH,"GENERATOR SET,DIESEL ENGINE,TRAILER MOUNTED",1,12/19/13,"$23,731.00 "
KEANSBURG POLICE DEPT,MONMOUTH,"BORELIGHT SYSTEM,LASER",1,11/26/13,$658.00 
KEANSBURG POLICE DEPT,MONMOUTH,"BORELIGHT SYSTEM,LASER",1,11/26/13,$658.00 
KEANSBURG POLICE DEPT,MONMOUTH,"GENERATOR SET,DIESEL ENGINE",3,11/26/13,"$9,974.82 "
KEANSBURG POLICE DEPT,MONMOUTH,"GOGGLES,BALLISTIC",33,12/19/13,"$1,447.38 "
KEANSBURG POLICE DEPT,MONMOUTH,"CABLE  ASSEMBLY,POWER,ELECTRICAL",1,12/19/13,$283.72 
KEANSBURG POLICE DEPT,MONMOUTH,"LOADER,SCOOP TYPE",1,12/19/13,"$128,900.00 "
KEANSBURG POLICE DEPT,MONMOUTH,FLAT PANEL MONITOR,7,1/15/14,"$1,575.00 "
KEANSBURG POLICE DEPT,MONMOUTH,"TRUCK,CARRYALL",1,1/15/14,"$25,718.00 "
KEANSBURG POLICE DEPT,MONMOUTH,TRUCK TRACTOR,2,2/15/14,"$151,107.76 "
KEANSBURG POLICE DEPT,MONMOUTH,"VISOR,SUN,VEHICLE",1,3/8/14,$185.52 
KEANSBURG POLICE DEPT,MONMOUTH,"TRUCK,MAINTENANCE",1,3/3/14,"$70,280.00 "
KEANSBURG POLICE DEPT,MONMOUTH,"TOOL KIT,GENERAL MECHANIC'S",3,8/15/14,"$5,415.00 "
KEANSBURG POLICE DEPT,MONMOUTH,"LIFE PRESERVER,VEST",40,8/29/14,"$9,666.00 "
KEARNY POLICE DEPT,HUDSON,M16 ASSAULT RIFLE,1,4/22/14,$499.00 
KEARNY POLICE DEPT,HUDSON,M16 ASSAULT RIFLE,1,4/22/14,$499.00 
KEARNY POLICE DEPT,HUDSON,M16 ASSAULT RIFLE,1,4/22/14,$499.00 
KEARNY POLICE DEPT,HUDSON,M16 ASSAULT RIFLE,1,4/22/14,$499.00 
KEARNY POLICE DEPT,HUDSON,M16 ASSAULT RIFLE,1,4/22/14,$499.00 
KEARNY POLICE DEPT,HUDSON,M16 ASSAULT RIFLE,1,4/22/14,$499.00 
KEARNY POLICE DEPT,HUDSON,M16 ASSAULT RIFLE,1,4/22/14,$499.00 
KEARNY POLICE DEPT,HUDSON,M16 ASSAULT RIFLE,1,4/22/14,$499.00 
KEARNY POLICE DEPT,HUDSON,M16 ASSAULT RIFLE,1,4/22/14,$499.00 
KEARNY POLICE DEPT,HUDSON,M16 ASSAULT RIFLE,1,4/22/14,$499.00 
KEARNY POLICE DEPT,HUDSON,M16 ASSAULT RIFLE,1,4/22/14,$499.00 
KEARNY POLICE DEPT,HUDSON,M16 ASSAULT RIFLE,1,4/22/14,$499.00 
KEARNY POLICE DEPT,HUDSON,M16 ASSAULT RIFLE,1,4/22/14,$499.00 
KEARNY POLICE DEPT,HUDSON,M16 ASSAULT RIFLE,1,4/22/14,$499.00 
KEARNY POLICE DEPT,HUDSON,M16 ASSAULT RIFLE,1,4/22/14,$499.00 
LAKEHURST POLICE DEPT,OCEAN,"SIGHT,REFLEX",1,4/17/14,$340.00 
LAKEHURST POLICE DEPT,OCEAN,"SIGHT,REFLEX",16,4/17/14,"$5,440.00 "
LAKEHURST POLICE DEPT,OCEAN,"COMPUTER SYSTEM,DIG",2,4/17/14,"$11,316.00 "
LAKEHURST POLICE DEPT,OCEAN,"TRUCK,UTILITY",1,4/30/14,"$50,458.00 "
LAKEHURST POLICE DEPT,OCEAN,"TRUCK,UTILITY",1,4/30/14,"$50,458.00 "
LAKEHURST POLICE DEPT,OCEAN,"MAGAZINE,CARTRIDGE",2,4/17/14,$19.96 
LAKEHURST POLICE DEPT,OCEAN,"COVER,GUNSIGHT",12,4/17/14,$87.60 
LAKEHURST POLICE DEPT,OCEAN,"COVER,GUNSIGHT",12,4/17/14,$142.92 
LAKEHURST POLICE DEPT,OCEAN,BALLISTIC BLANKET,1,4/16/14,"$1,228.20 "
LAKEHURST POLICE DEPT,OCEAN,"DETECTOR,RADIAC",35,4/17/14,$944.30 
LAKEHURST POLICE DEPT,OCEAN,"AXE,SURVIVAL",5,4/17/14,$298.95 
LAKEHURST POLICE DEPT,OCEAN,"MAGAZINE,CARTRIDGE",9,4/17/14,$89.82 
LAKEHURST POLICE DEPT,OCEAN,"LIGHT,CHEMILUMINESCENT",4,4/17/14,$134.96 
LAKEHURST POLICE DEPT,OCEAN,"BREATHING  APPARATUS,SELF-CONTAINED",4,4/17/14,"$11,456.48 "
LAKEHURST POLICE DEPT,OCEAN,"KIT,M14,M16 RIFLE M",15,4/17/14,"$1,038.75 "
LAKEHURST POLICE DEPT,OCEAN,ELECTRIC LIGHTING FIXTURES,1,4/17/14,$150.00 
LAKEHURST POLICE DEPT,OCEAN,"HARDWARE,  COMMERCIAL",17,4/17/14,$255.00 
LAKEHURST POLICE DEPT,OCEAN,"TOWELETTE,CLEANING",4,4/17/14,$185.48 
LAKEHURST POLICE DEPT,OCEAN,"BUNK,BED W LOCKER",2,4/17/14,"$1,826.00 "
LAKEHURST POLICE DEPT,OCEAN,"SUIT,SURVIVAL,COLD",15,4/17/14,"$4,746.00 "
LAKEHURST POLICE DEPT,OCEAN,PADLOCK SET,4,4/17/14,"$1,141.28 "
LAKEHURST POLICE DEPT,OCEAN,"OVERALLS,COLD  WEATHER",10,4/17/14,$432.20 
LAKEHURST POLICE DEPT,OCEAN,"OVERALLS,COLD  WEATHER",3,4/17/14,$129.66 
LAKEHURST POLICE DEPT,OCEAN,"SHIRT,COLD WEATHER",20,4/17/14,"$1,205.00 "
LAKEHURST POLICE DEPT,OCEAN,BUFFER,1,4/17/14,$700.00 
LAKEHURST POLICE DEPT,OCEAN,"GENERATOR SET,DIESEL ENGINE",2,4/25/14,"$6,649.88 "
LAKEHURST POLICE DEPT,OCEAN,"RESCUE HOOK,SURVIVAL",20,4/17/14,$677.40 
LAKEHURST POLICE DEPT,OCEAN,"TELESCOPE,NON-INVERTING  INFRARED",2,4/17/14,"$9,582.00 "
LAKEHURST POLICE DEPT,OCEAN,"FLOODLIGHT SET,ELECTRIC",2,4/25/14,"$24,000.00 "
LAKEHURST POLICE DEPT,OCEAN,TRUCK TRACTOR,1,4/25/14,"$75,553.88 "
LAKEHURST POLICE DEPT,OCEAN,"TRUCK,MAINTENANCE",1,4/25/14,"$17,195.00 "
LAKEHURST POLICE DEPT,OCEAN,"JUMPER CABLE,BATTERY",1,9/5/14,$492.55 
LAKEHURST POLICE DEPT,OCEAN,"COMPUTER SYSTEM,DIGITAL",1,9/5/14,"$8,666.15 "
LAKEHURST POLICE DEPT,OCEAN,M16 ASSAULT RIFLE,1,4/25/14,$499.00 
LAKEHURST POLICE DEPT,OCEAN,M16 ASSAULT RIFLE,1,4/25/14,$499.00 
LAKEHURST POLICE DEPT,OCEAN,M16 ASSAULT RIFLE,1,4/25/14,$499.00 
LAKEHURST POLICE DEPT,OCEAN,M16 ASSAULT RIFLE,1,4/25/14,$499.00 
LAKEWOOD POLICE DEPT,OCEAN,"TRUCK,UTILITY",1,2/27/14,"$41,061.00 "
LAKEWOOD POLICE DEPT,OCEAN,"TRUCK,CARGO",1,1/17/12,"$56,832.00 "
LAKEWOOD POLICE DEPT,OCEAN,"TRUCK,UTILITY",1,2/21/14,"$50,458.00 "
LAKEWOOD POLICE DEPT,OCEAN,"TRUCK,CARGO",1,3/24/12,"$56,832.00 "
LAKEWOOD POLICE DEPT,OCEAN,"TRUCK,UTILITY",1,2/21/14,"$56,762.00 "
LAKEWOOD POLICE DEPT,OCEAN,"TRUCK,UTILITY",1,2/21/14,"$56,762.00 "
LAKEWOOD POLICE DEPT,OCEAN,"TRUCK,UTILITY",1,2/21/14,"$56,762.00 "
LAKEWOOD POLICE DEPT,OCEAN,M14 ASSAULT RIFLE,1,3/20/14,$138.00 
LAKEWOOD POLICE DEPT,OCEAN,M14 ASSAULT RIFLE,1,3/20/14,$138.00 
LAKEWOOD POLICE DEPT,OCEAN,M14 ASSAULT RIFLE,1,3/20/14,$138.00 
LAKEWOOD POLICE DEPT,OCEAN,M14 ASSAULT RIFLE,1,2/21/14,$138.00 
LAKEWOOD POLICE DEPT,OCEAN,M14 ASSAULT RIFLE,1,3/20/14,$138.00 
LAKEWOOD POLICE DEPT,OCEAN,M14 ASSAULT RIFLE,1,3/20/14,$138.00 
LAKEWOOD POLICE DEPT,OCEAN,M14 ASSAULT RIFLE,1,3/20/14,$138.00 
LAKEWOOD POLICE DEPT,OCEAN,M14 ASSAULT RIFLE,1,3/20/14,$138.00 
LAKEWOOD POLICE DEPT,OCEAN,M14 ASSAULT RIFLE,1,3/20/14,$138.00 
LAKEWOOD POLICE DEPT,OCEAN,M14 ASSAULT RIFLE,1,3/20/14,$138.00 
LAKEWOOD POLICE DEPT,OCEAN,M14 ASSAULT RIFLE,1,3/20/14,$138.00 
LAKEWOOD POLICE DEPT,OCEAN,M14 ASSAULT RIFLE,1,3/20/14,$138.00 
LAKEWOOD POLICE DEPT,OCEAN,M14 ASSAULT RIFLE,1,3/20/14,$138.00 
LAKEWOOD POLICE DEPT,OCEAN,M14 ASSAULT RIFLE,1,2/27/14,$138.00 
LAKEWOOD POLICE DEPT,OCEAN,M14 ASSAULT RIFLE,1,3/20/14,$138.00 
LAKEWOOD POLICE DEPT,OCEAN,M14 ASSAULT RIFLE,1,3/20/14,$138.00 
LAKEWOOD POLICE DEPT,OCEAN,M14 ASSAULT RIFLE,1,3/20/14,$138.00 
LAKEWOOD POLICE DEPT,OCEAN,M14 ASSAULT RIFLE,1,3/20/14,$138.00 
LAKEWOOD POLICE DEPT,OCEAN,M14 ASSAULT RIFLE,1,3/20/14,$138.00 
LAKEWOOD POLICE DEPT,OCEAN,M14 ASSAULT RIFLE,1,3/20/14,$138.00 
LINDEN POLICE DEPT,UNION,M14 ASSAULT RIFLE,1,4/22/14,$138.00 
LINDEN POLICE DEPT,UNION,M14 ASSAULT RIFLE,1,4/22/14,$138.00 
LINDEN POLICE DEPT,UNION,M14 ASSAULT RIFLE,1,4/22/14,$138.00 
LINDEN POLICE DEPT,UNION,M14 ASSAULT RIFLE,1,4/22/14,$138.00 
LINDEN POLICE DEPT,UNION,M14 ASSAULT RIFLE,1,4/22/14,$138.00 
LINDEN POLICE DEPT,UNION,"SHOTGUN,12 GAGE,RIOT TYPE",1,4/22/14,$108.00 
LINDEN POLICE DEPT,UNION,"SHOTGUN,12 GAGE,RIOT TYPE",1,4/22/14,$108.00 
LINDEN POLICE DEPT,UNION,"SHOTGUN,12 GAGE,RIOT TYPE",1,4/22/14,$108.00 
LINDEN POLICE DEPT,UNION,"SHOTGUN,12 GAGE,RIOT TYPE",1,4/22/14,$108.00 
LITTLE FERRY POLICE DEPT,BERGEN                   ,"TRUCK,UTILITY",1,3/10/14,"$50,458.00 "
LITTLE FERRY POLICE DEPT,BERGEN                   ,"TRUCK,UTILITY",1,3/10/14,"$49,897.00 "
LITTLE FERRY POLICE DEPT,BERGEN                   ,"TRUCK,UTILITY",1,3/10/14,"$49,897.00 "
LITTLE FERRY POLICE DEPT,BERGEN                   ,"TRUCK,CARGO",1,3/8/14,"$67,139.00 "
LITTLE FERRY POLICE DEPT,BERGEN                   ,"CHEST,AMMUNITION",30,3/8/14,$333.00 
LITTLE FERRY POLICE DEPT,BERGEN                   ,"TRUCK,CARGO",1,5/6/14,"$67,139.00 "
LITTLE FERRY POLICE DEPT,BERGEN                   ,"TRUCK,CARGO",1,3/8/14,"$67,139.00 "
LITTLE FERRY POLICE DEPT,BERGEN                   ,"TRAILER,CARGO",1,7/21/14,"$5,785.00 "
LITTLE FERRY POLICE DEPT,BERGEN                   ,"TRAILER,CARGO",1,7/21/14,"$8,524.00 "
LITTLE FERRY POLICE DEPT,BERGEN                   ,"CABLE  ASSEMBLY,POWER,ELECTRICAL",1,9/5/14,$283.72 
LITTLE FERRY POLICE DEPT,BERGEN                   ,"CABLE  ASSEMBLY,POWER,ELECTRICAL",1,9/5/14,$283.72 
LITTLE SILVER POLICE DEPT,MONMOUTH,"GOGGLES,BALLISTIC",16,2/15/14,$701.76 
LITTLE SILVER POLICE DEPT,MONMOUTH,"FLOODLIGHT SET,ELECTRIC",2,2/15/14,"$36,800.00 "
LITTLE SILVER POLICE DEPT,MONMOUTH,FLAT PANEL MONITOR,12,2/15/14,"$2,700.00 "
LITTLE SILVER POLICE DEPT,MONMOUTH,TRUCK TRACTOR,1,3/8/14,"$75,553.88 "
LITTLE SILVER POLICE DEPT,MONMOUTH,"TRUCK,UTILITY",1,3/10/14,"$50,458.00 "
LITTLE SILVER POLICE DEPT,MONMOUTH,"TRUCK,UTILITY",1,3/10/14,"$50,458.00 "
LITTLE SILVER POLICE DEPT,MONMOUTH,"SHIRT,COLD WEATHER",5,3/8/14,$301.25 
LITTLE SILVER POLICE DEPT,MONMOUTH,BINOCULAR,10,3/8/14,$329.80 
LITTLE SILVER POLICE DEPT,MONMOUTH,ASSAULT PACK,3,3/8/14,$269.91 
LITTLE SILVER POLICE DEPT,MONMOUTH,"BORELIGHT SYSTEM,LASER",1,3/8/14,$658.00 
LITTLE SILVER POLICE DEPT,MONMOUTH,"TRUCK,CARGO",1,3/20/14,"$67,139.00 "
LITTLE SILVER POLICE DEPT,MONMOUTH,"TRUCK,CARGO",1,3/20/14,"$67,139.00 "
LITTLE SILVER POLICE DEPT,MONMOUTH,"CABLE KIT,SPECIAL POWER",1,3/8/14,$396.00 
LITTLE SILVER POLICE DEPT,MONMOUTH,"LADDER,VEHICLE  BOARDING",1,4/29/14,$200.00 
LITTLE SILVER POLICE DEPT,MONMOUTH,"LADDER,VEHICLE  BOARDING",1,4/29/14,$200.00 
LITTLE SILVER POLICE DEPT,MONMOUTH,"PARTS KIT,SEAT,VEHICULAR",2,4/29/14,"$1,618.00 "
LITTLE SILVER POLICE DEPT,MONMOUTH,"WINCH,ELECTRIC",2,4/29/14,"$6,550.00 "
LITTLE SILVER POLICE DEPT,MONMOUTH,"LADDER,VEHICLE  BOARDING",2,4/29/14,"$2,890.60 "
