agency,county,item,quantity,cost,date
MIDDLETOWN TOWNSHIP POLICE DEPARTMENT,MONMOUTH,"COVER,FITTED,VEHICULAR CAB",1,$697.67,8/26/13
MIDDLETOWN TOWNSHIP POLICE DEPARTMENT,MONMOUTH,"DETECTOR,RADIAC",130,$27.64,8/26/13
MIDDLETOWN TOWNSHIP POLICE DEPARTMENT,MONMOUTH,"WRENCH,IMPACT,ELECTRIC",1,"$1,106.64",8/28/13
MIDDLETOWN TOWNSHIP POLICE DEPARTMENT,MONMOUTH,"CAP,TRUCK,MOUNTING",2,"$8,809.14",8/30/13
MIDDLETOWN TOWNSHIP POLICE DEPARTMENT,MONMOUTH,"TOOL KIT,GENERAL MECHANIC'S",1,"$15,859.00",9/4/13
MIDDLETOWN TOWNSHIP POLICE DEPARTMENT,MONMOUTH,"TOOL KIT,GENERAL MECHANIC'S",1,"$6,605.00",9/6/13
MIDDLETOWN TOWNSHIP POLICE DEPARTMENT,MONMOUTH,HEADLIGHT,6,$58.95,9/9/13
MIDDLETOWN TOWNSHIP POLICE DEPARTMENT,MONMOUTH,"GENERATOR SET,DIESEL ENGINE",1,$100.00,9/19/13
MIDDLETOWN TOWNSHIP POLICE DEPARTMENT,MONMOUTH,LAPTOP CASE,2,$0.00,9/19/13
MIDDLETOWN TOWNSHIP POLICE DEPARTMENT,MONMOUTH,"MONITOR, COMPUTER",2,$0.00,9/19/13
MIDDLETOWN TOWNSHIP POLICE DEPARTMENT,MONMOUTH,"SHIRT,COLD WEATHER",40,$60.45,9/19/13
MIDDLETOWN TOWNSHIP POLICE DEPARTMENT,MONMOUTH,"SHIRT,COLD WEATHER",10,$60.45,9/19/13
MIDDLETOWN TOWNSHIP POLICE DEPARTMENT,MONMOUTH,"CAMERA, DIGITAL",1,$0.00,9/30/13
MIDDLETOWN TOWNSHIP POLICE DEPARTMENT,MONMOUTH,"CAMERA, DIGITAL",1,$0.00,9/30/13
MIDDLETOWN TOWNSHIP POLICE DEPARTMENT,MONMOUTH,"LENS,CAMERA,GENERAL PHOTOGRAPHIC",1,$0.00,9/30/13
MIDDLETOWN TOWNSHIP POLICE DEPARTMENT,MONMOUTH,"SPRAYING UNIT,CLEANING-DEICING-DECONTAMINATING FLUID,TRUCK MOUNTED",1,"$234,673.14",10/1/13
MIDDLETOWN TOWNSHIP POLICE DEPARTMENT,MONMOUTH,"FORDING KIT,DEEP WA",2,$545.69,10/25/13
MIDDLETOWN TOWNSHIP POLICE DEPARTMENT,MONMOUTH,BINOCULAR,1,"$6,648.00",11/6/13
MIDDLETOWN TOWNSHIP POLICE DEPARTMENT,MONMOUTH,"GENERATOR SET,DIESEL ENGINE",5,"$3,324.94",11/6/13
MIDDLETOWN TOWNSHIP POLICE DEPARTMENT,MONMOUTH,"SHIRT,COLD WEATHER",5,$60.25,11/6/13
MIDDLETOWN TOWNSHIP POLICE DEPARTMENT,MONMOUTH,"SHIRT,COLD WEATHER",5,$60.25,11/12/13
MIDDLETOWN TOWNSHIP POLICE DEPARTMENT,MONMOUTH,"TOOL KIT,SMALL ARMS",1,"$2,147.00",11/14/13
MIDDLETOWN TOWNSHIP POLICE DEPARTMENT,MONMOUTH,"SHIRT,COLD WEATHER",15,$60.25,11/20/13
MIDDLETOWN TOWNSHIP POLICE DEPARTMENT,MONMOUTH,"SHIRT,COLD WEATHER",20,$60.25,11/21/13
MIDDLETOWN TOWNSHIP POLICE DEPARTMENT,MONMOUTH,"TRAILER,CARGO",1,"$8,954.00",11/26/13
MIDDLETOWN TOWNSHIP POLICE DEPARTMENT,MONMOUTH,"TRACTOR,FULL TRACKED,LOW SPEED",1,"$72,325.00",11/27/13
MIDDLETOWN TOWNSHIP POLICE DEPARTMENT,MONMOUTH,"CABLE ASSEMBLY,POWER,ELECTRICAL",1,$283.72,12/10/13
MIDDLETOWN TOWNSHIP POLICE DEPARTMENT,MONMOUTH,FLAT PANEL MONITOR,5,$0.00,12/10/13
MIDDLETOWN TOWNSHIP POLICE DEPARTMENT,MONMOUTH,EARTH MOVING AND EXCAVATING EQUIPMENT,1,$0.00,12/16/13
MIDDLETOWN TOWNSHIP POLICE DEPARTMENT,MONMOUTH,"TOOL KIT,SMALL ARMS",1,"$2,147.00",2/7/14
MIDDLETOWN TOWNSHIP POLICE DEPARTMENT,MONMOUTH,"FIRST AID KIT,UNIVERSAL",25,$90.82,2/10/14
MIDDLETOWN TOWNSHIP POLICE DEPARTMENT,MONMOUTH,"BANDAGE,GAUZE,IMPREGNATED",10,$51.01,2/18/14
MIDDLETOWN TOWNSHIP POLICE DEPARTMENT,MONMOUTH,"FIELD PACK,LARGE,SET",5,$263.25,2/20/14
MIDDLETOWN TOWNSHIP POLICE DEPARTMENT,MONMOUTH,WAIST PACK,5,$15.47,2/20/14
MIDDLETOWN TOWNSHIP POLICE DEPARTMENT,MONMOUTH,"EXTINGUISHER,FIRE",1,$65.65,2/28/14
MIDDLETOWN TOWNSHIP POLICE DEPARTMENT,MONMOUTH,"EXTINGUISHER,FIRE",1,$65.65,2/28/14
MIDDLETOWN TOWNSHIP POLICE DEPARTMENT,MONMOUTH,"TOOL,EMERGENCY VEHI",1,$156.82,2/28/14
MIDDLETOWN TOWNSHIP POLICE DEPARTMENT,MONMOUTH,"WINCH,ELECTRIC",1,"$3,275.00",2/28/14
MIDDLETOWN TOWNSHIP POLICE DEPARTMENT,MONMOUTH,BINOCULAR          ,2,$960.00,2/5/95
MIDDLETOWN TOWNSHIP POLICE DEPARTMENT,MONMOUTH,SAFE,1,"$1,263.89",4/10/96
MIDDLETOWN TOWNSHIP POLICE DEPARTMENT,MONMOUTH,CAMERA,1,$683.00,5/16/97
MIDDLETOWN TOWNSHIP POLICE DEPARTMENT,MONMOUTH,CAMERA,1,$683.00,5/16/97
MIDDLETOWN TOWNSHIP POLICE DEPARTMENT,MONMOUTH,MICROFILM READER,3,$257.99,10/7/97
MIDDLETOWN TOWNSHIP POLICE DEPARTMENT,MONMOUTH,HANDCUFFS          ,36,$12.75,1/30/98
MIDDLETOWN TOWNSHIP POLICE DEPARTMENT,MONMOUTH,REFRIGERATOR,1,$411.00,4/3/98
MIDDLETOWN TOWNSHIP POLICE DEPARTMENT,MONMOUTH,CAMERA STILL PICTURE  SELF PR,8,$229.95,5/14/12
MIDDLETOWN TOWNSHIP POLICE DEPARTMENT,MONMOUTH,"GENERATOR SET,DIESE",1,"$12,102.00",5/21/12
MONMOUTH COUNTY SHERIFF DEPARTMENT,MONMOUTH,"TRUCK,SNOW REMOVAL EQUIPMENT",1,"$583,760.00",9/27/13
MONMOUTH COUNTY SHERIFF DEPARTMENT,MONMOUTH,"GENERATOR SET,DIESEL ENGINE,TRAILER MOUNTED",1,"$44,776.00",10/25/13
MONMOUTH COUNTY SHERIFF DEPARTMENT,MONMOUTH,"GENERATOR SET,DIESEL ENGINE",4,"$16,722.00",11/20/13
MONMOUTH COUNTY SHERIFF DEPARTMENT,MONMOUTH,"TRACTOR,FULL TRACKED,LOW SPEED",1,"$106,190.00",2/20/14
MONMOUTH COUNTY SHERIFF DEPARTMENT,MONMOUTH,"CRANE,TRUCK MOUNTED",1,"$98,912.00",2/23/12
MONMOUTH COUNTY SHERIFF DEPARTMENT,MONMOUTH,TRAILER  LOWBED,1,"$15,000.00",5/7/12
MONMOUTH COUNTY SHERIFF DEPARTMENT,MONMOUTH,"CABLE ASSEMBLY,POWE",2,$272.87,5/24/12
MONMOUTH COUNTY SHERIFF DEPARTMENT,MONMOUTH,"SEMITRAILER,LOW BED",1,"$17,549.00",5/25/12
MONMOUTH COUNTY SHERIFF DEPARTMENT,MONMOUTH,"TRUCK,LIFT,FORK    ",1,"$42,693.50",5/25/12
MONMOUTH COUNTY SHERIFF DEPARTMENT,MONMOUTH,"TRUCK,LIFT,FORK    ",1,"$19,500.00",5/25/12
NEPTUNE CITY POLICE DEPARTMENT,MONMOUTH,"GENERATOR SET,DIESEL ENGINE,TRAILER MOUNTED",1,"$20,039.00",9/5/13
NEPTUNE CITY POLICE DEPARTMENT,MONMOUTH,"GENERATOR SET,DIESEL ENGINE",4,"$20,000.00",9/17/13
NEPTUNE CITY POLICE DEPARTMENT,MONMOUTH,"TRAILER,CARGO",2,"$8,954.00",9/19/13
NEPTUNE CITY POLICE DEPARTMENT,MONMOUTH,"GENERATOR SET,DIESEL ENGINE",6,"$20,000.00",9/24/13
NEPTUNE CITY POLICE DEPARTMENT,MONMOUTH,"TRACTOR,WHEELED,INDUSTRIAL",1,"$110,000.00",9/24/13
NEPTUNE CITY POLICE DEPARTMENT,MONMOUTH,"SEAT,VEHICULAR",14,$288.77,10/28/13
NEPTUNE CITY POLICE DEPARTMENT,MONMOUTH,"CHEST,AMMUNITION",24,$11.10,11/12/13
NEPTUNE CITY POLICE DEPARTMENT,MONMOUTH,"SHIPPING AND STORAGE CONTAINER,CARTRIDGE",12,$31.65,11/12/13
NEPTUNE CITY POLICE DEPARTMENT,MONMOUTH,TENT,1,"$11,626.40",11/12/13
NEPTUNE CITY POLICE DEPARTMENT,MONMOUTH,"GOGGLES,SUN,WIND AND DUST",20,$24.44,11/15/13
NEPTUNE CITY POLICE DEPARTMENT,MONMOUTH,"FLOODLIGHT SET,ELECTRIC",2,"$18,400.00",12/3/13
NEPTUNE CITY POLICE DEPARTMENT,MONMOUTH,"TOOL KIT,ELECTRONIC SYSTEM",1,"$1,127.00",12/3/13
NEPTUNE CITY POLICE DEPARTMENT,MONMOUTH,"ANALYZER SET,ENGINE",2,"$7,248.00",12/11/13
NEPTUNE CITY POLICE DEPARTMENT,MONMOUTH,"TOOL KIT,GENERAL MECHANIC'S",1,"$1,805.00",12/11/13
NEPTUNE CITY POLICE DEPARTMENT,MONMOUTH,FLAT PANEL MONITOR,10,$0.00,12/16/13
NEPTUNE CITY POLICE DEPARTMENT,MONMOUTH,"ACCESSORY KIT,VEHICLE BODY",2,"$1,097.28",1/30/14
NEPTUNE CITY POLICE DEPARTMENT,MONMOUTH,"AUGER,EARTH,TRACTOR MOUNTING",1,"$1,407.00",1/30/14
OCEAN TOWNSHIP POLICE DEPARTMENT,MONMOUTH,"GENERATOR SET,DIESEL ENGINE",1,"$4,491.00",12/11/13
OCEAN TOWNSHIP POLICE DEPARTMENT,MONMOUTH,"JACK,DOLLY TYPE,HYDRAULIC",1,"$1,825.00",1/6/14
OCEAN TOWNSHIP POLICE DEPARTMENT,MONMOUTH,PREFABRICATED TOWER STRUCTURES,1,$0.00,1/6/14
OCEAN TOWNSHIP POLICE DEPARTMENT,MONMOUTH,"TELESCOPE,STRAIGHT ",5,$442.00,6/14/96
OCEAN TOWNSHIP POLICE DEPARTMENT,MONMOUTH,MONITORS,1,$500.00,2/23/98
OCEAN TOWNSHIP POLICE DEPARTMENT,MONMOUTH,MONITORS,1,$500.00,2/23/98
OCEAN TOWNSHIP POLICE DEPARTMENT,MONMOUTH,MONITORS,2,$385.00,2/23/98
OCEAN TOWNSHIP POLICE DEPARTMENT,MONMOUTH,MONITORS,5,$483.00,2/23/98
OCEAN TOWNSHIP POLICE DEPARTMENT,MONMOUTH,MONITORS,5,$483.00,2/23/98
OCEAN TOWNSHIP POLICE DEPARTMENT,MONMOUTH,MONITOR,5,"$3,095.00",3/6/98
OCEAN TOWNSHIP POLICE DEPARTMENT,MONMOUTH,POWER PACK,1,$333.00,3/6/98
OCEAN TOWNSHIP POLICE DEPARTMENT,MONMOUTH,POWER PACK,1,$333.00,3/6/98
OCEAN TOWNSHIP POLICE DEPARTMENT,MONMOUTH,PRINTER,2,"$1,500.00",3/6/98
OCEAN TOWNSHIP POLICE DEPARTMENT,MONMOUTH,PRINTER,2,"$1,500.00",3/6/98
OCEAN TOWNSHIP POLICE DEPARTMENT,MONMOUTH,MONITOR,2,$581.00,9/14/98
OCEANPORT POLICE DEPARTMENT,MONMOUTH,PRINTER,5,$500.00,12/24/12
OCEANPORT POLICE DEPARTMENT,MONMOUTH,"MEDICAL MATERIEL SET,MINIMAL CARE WARD,DEPLOYABLE MEDICAL SYSTEM",1,"$30,124.27",5/15/13
OCEANPORT POLICE DEPARTMENT,MONMOUTH,"MEDICAL MATERIEL SET,PHYSICAL-OCCUPATIONAL THERAPY,DEPLOYABLE MEDICAL SYSTEM",1,"$37,296.73",5/15/13
OCEANPORT POLICE DEPARTMENT,MONMOUTH,COMPUTER WORKSTATION,18,$500.00,6/6/13
OCEANPORT POLICE DEPARTMENT,MONMOUTH,"COPIER, COMMERCIAL",1,$0.00,7/9/13
OCEANPORT POLICE DEPARTMENT,MONMOUTH,MULE,1,$0.00,7/9/13
OCEANPORT POLICE DEPARTMENT,MONMOUTH,SHREDDER,1,$0.00,7/9/13
OCEANPORT POLICE DEPARTMENT,MONMOUTH,"SAW,CHAIN",2,$494.70,8/20/13
OCEANPORT POLICE DEPARTMENT,MONMOUTH,"HAND TOOLS, POWER DRIVEN",1,$0.00,9/6/13
OCEANPORT POLICE DEPARTMENT,MONMOUTH,CABINET LATERAL,6,$0.00,5/5/06
OCEANPORT POLICE DEPARTMENT,MONMOUTH,GENERATOR,1,$0.00,6/13/06
OCEANPORT POLICE DEPARTMENT,MONMOUTH,GENERATOR SET DIESE,1,"$3,931.45",6/20/06
OCEANPORT POLICE DEPARTMENT,MONMOUTH,FLOODLIGHT SET ELEC,1,"$10,795.31",7/7/06
OCEANPORT POLICE DEPARTMENT,MONMOUTH,FLOODLIGHT SET ELEC,3,"$10,795.31",7/7/06
OCEANPORT POLICE DEPARTMENT,MONMOUTH,VEST TACTICAL LOAD,6,$41.75,7/7/06
OCEANPORT POLICE DEPARTMENT,MONMOUTH,"CONTAINER,FREIGHT,G",2,"$6,047.69",5/4/12
OCEANPORT POLICE DEPARTMENT,MONMOUTH,"CABLE ASSEMBLY,POWE",2,$272.87,5/24/12
RED BANK POLICE DEPARTMENT,MONMOUTH,"TRUCK,SNOW REMOVAL EQUIPMENT",1,"$583,760.00",10/8/13
RED BANK POLICE DEPARTMENT,MONMOUTH,"COT,FOLDING",50,$73.87,12/19/13
RED BANK POLICE DEPARTMENT,MONMOUTH,"COVER,FITTED,VEHICULAR CAB",1,$728.16,1/30/14
SEA BRIGHT POLICE DEPARTMENT,MONMOUTH,"TRAILER,CARGO",1,"$8,954.00",11/13/13
SPRING LAKE BOROUGH POLICE DEPARTMENT,MONMOUTH,"PUMPING ASSEMBLY,FLAMMABLE LIQUID,BULK TRANSFER",2,"$13,094.00",11/15/13
SPRING LAKE BOROUGH POLICE DEPARTMENT,MONMOUTH,"GENERATOR SET,DIESEL ENGINE",2,"$14,891.00",11/19/13
SPRING LAKE BOROUGH POLICE DEPARTMENT,MONMOUTH,"POWER PLANT,ELECTRIC,TRAILER MOUNTED",1,"$19,395.00",11/19/13
SPRING LAKE BOROUGH POLICE DEPARTMENT,MONMOUTH,"POWER PLANT,ELECTRIC,TRAILER MOUNTED",1,"$19,395.00",11/19/13
SPRING LAKE BOROUGH POLICE DEPARTMENT,MONMOUTH,"TRAILER,CARGO",1,"$8,954.00",11/19/13
SPRING LAKE BOROUGH POLICE DEPARTMENT,MONMOUTH,ASSAULT PACK,12,$90.28,11/25/13
SPRING LAKE BOROUGH POLICE DEPARTMENT,MONMOUTH,"CASE,ELECTRONIC COMMUNICATIONS EQUIPMENT",2,$117.45,11/25/13
SPRING LAKE BOROUGH POLICE DEPARTMENT,MONMOUTH,"CHAIR, UPHOLSTERED",20,$0.00,11/25/13
SPRING LAKE BOROUGH POLICE DEPARTMENT,MONMOUTH,"CLAMP,LOOP",378,$0.82,11/25/13
SPRING LAKE BOROUGH POLICE DEPARTMENT,MONMOUTH,MODULAR SLEEP SYSTEM,5,$263.05,11/25/13
SPRING LAKE BOROUGH POLICE DEPARTMENT,MONMOUTH,"SEAL,PLAIN",15,$25.75,11/25/13
SPRING LAKE BOROUGH POLICE DEPARTMENT,MONMOUTH,"TOOL KIT,CARPENTER'S",1,$0.00,11/25/13
SPRING LAKE BOROUGH POLICE DEPARTMENT,MONMOUTH,"BEDNET,POP-UP",5,$119.90,12/12/13
SPRING LAKE BOROUGH POLICE DEPARTMENT,MONMOUTH,"CART, MOTORIZED",1,$0.00,12/12/13
SPRING LAKE BOROUGH POLICE DEPARTMENT,MONMOUTH,"COMPRESSOR UNIT,RECIPROCATING",1,"$1,072.00",12/12/13
SPRING LAKE BOROUGH POLICE DEPARTMENT,MONMOUTH,"COVER,FITTED,VEHICULAR CAB",4,$728.16,12/12/13
SPRING LAKE BOROUGH POLICE DEPARTMENT,MONMOUTH,"GENERATORS AND GENERATOR SETS, ELECTRICA",2,$0.00,12/12/13
SPRING LAKE BOROUGH POLICE DEPARTMENT,MONMOUTH,MULTIMETER,1,$563.83,12/12/13
SPRING LAKE BOROUGH POLICE DEPARTMENT,MONMOUTH,No Item Name Available,1,"$5,424.99",12/12/13
SPRING LAKE BOROUGH POLICE DEPARTMENT,MONMOUTH,"PROJECTOR, COMPUTER SCREEN",1,$0.00,12/12/13
SPRING LAKE BOROUGH POLICE DEPARTMENT,MONMOUTH,"PROJECTOR,MULTIMEDIA",1,$0.00,12/12/13
SPRING LAKE BOROUGH POLICE DEPARTMENT,MONMOUTH,TENT,1,"$1,866.77",12/12/13
SPRING LAKE BOROUGH POLICE DEPARTMENT,MONMOUTH,"TIE ROD,STEERING",1,$215.47,12/12/13
SPRING LAKE BOROUGH POLICE DEPARTMENT,MONMOUTH,"TOOL KIT,ELECTRONIC SYSTEM",1,"$1,127.00",12/12/13
SPRING LAKE BOROUGH POLICE DEPARTMENT,MONMOUTH,"TRACTOR,FULL TRACKED,LOW SPEED",1,"$72,325.00",12/12/13
SPRING LAKE BOROUGH POLICE DEPARTMENT,MONMOUTH,"TRACTOR,FULL TRACKED,LOW SPEED",1,"$72,325.00",12/12/13
SPRING LAKE BOROUGH POLICE DEPARTMENT,MONMOUTH,UNIVERSAL POWER SUPPLY,1,$0.00,12/12/13
SPRING LAKE BOROUGH POLICE DEPARTMENT,MONMOUTH,"WRENCH SET,SOCKET",1,$389.58,12/12/13
SPRING LAKE BOROUGH POLICE DEPARTMENT,MONMOUTH,"FLOODLIGHT SET,ELECTRIC",1,"$18,400.00",12/13/13
SPRING LAKE BOROUGH POLICE DEPARTMENT,MONMOUTH,"ANALYZER SET,ENGINE",2,"$7,248.00",12/19/13
SPRING LAKE BOROUGH POLICE DEPARTMENT,MONMOUTH,"BINDER,LOAD",3,$68.44,12/19/13
SPRING LAKE BOROUGH POLICE DEPARTMENT,MONMOUTH,"BINDER,LOAD",33,$68.44,12/19/13
SPRING LAKE BOROUGH POLICE DEPARTMENT,MONMOUTH,"CABINET, TOOL",1,$0.00,12/19/13
SPRING LAKE BOROUGH POLICE DEPARTMENT,MONMOUTH,"CABINET, TOOL",1,$0.00,12/19/13
SPRING LAKE BOROUGH POLICE DEPARTMENT,MONMOUTH,"CHEST,TOP,MOBILE TOOL CABINET",1,$438.66,12/19/13
SPRING LAKE BOROUGH POLICE DEPARTMENT,MONMOUTH,"TOOL KIT,GENERAL MECHANIC'S",1,"$2,365.00",12/19/13
SPRING LAKE BOROUGH POLICE DEPARTMENT,MONMOUTH,"TOWBAR,MOTOR VEHICLE",1,"$1,930.00",12/19/13
SPRING LAKE BOROUGH POLICE DEPARTMENT,MONMOUTH,JACK,3,$0.00,1/9/14
SPRING LAKE BOROUGH POLICE DEPARTMENT,MONMOUTH,"TOOL KIT,ELECTRONIC",2,$553.00,1/9/14
SPRING LAKE BOROUGH POLICE DEPARTMENT,MONMOUTH,"TOOL KIT,ELECTRONIC SYSTEM",1,"$1,127.00",1/9/14
SPRING LAKE BOROUGH POLICE DEPARTMENT,MONMOUTH,"TOOL KIT,GENERAL MECHANIC'S",1,"$2,365.00",1/9/14
SPRING LAKE BOROUGH POLICE DEPARTMENT,MONMOUTH,FORKLIFT,1,$0.00,1/22/14
SPRING LAKE BOROUGH POLICE DEPARTMENT,MONMOUTH,"CLEANER,STEAM,PRESSURE JET",1,"$18,528.00",1/24/14
TINTON FALLS POLICE DEPARTMENT,MONMOUTH,"TRAILER,CARGO",1,"$8,954.00",1/10/14
TINTON FALLS POLICE DEPARTMENT,MONMOUTH,"SHIRT,COLD WEATHER",15,$60.25,1/22/14
TINTON FALLS POLICE DEPARTMENT,MONMOUTH,"SHIRT,COLD WEATHER",6,$60.25,1/22/14
TINTON FALLS POLICE DEPARTMENT,MONMOUTH,ASSAULT PACK,22,$90.28,1/24/14
TINTON FALLS POLICE DEPARTMENT,MONMOUTH,ASSAULT PACK,9,$90.28,1/24/14
TINTON FALLS POLICE DEPARTMENT,MONMOUTH,"BLANKET,BED",20,$10.95,1/24/14
TINTON FALLS POLICE DEPARTMENT,MONMOUTH,"INTRENCHING TOOL,HAND",31,$118.21,1/24/14
TINTON FALLS POLICE DEPARTMENT,MONMOUTH,"STRAP,WEBBING",25,$187.62,1/24/14
TINTON FALLS POLICE DEPARTMENT,MONMOUTH,"TIRE,PNEUMATIC,VEHICULAR",3,$431.15,1/24/14
TINTON FALLS POLICE DEPARTMENT,MONMOUTH,"UNDERWEAR AND NIGHTWEAR, MENS",50,$0.00,1/24/14
TINTON FALLS POLICE DEPARTMENT,MONMOUTH,"SHIRT,COLD WEATHER",1,$60.25,1/30/14
TINTON FALLS POLICE DEPARTMENT,MONMOUTH,BRAKE SHOE SET,3,$44.54,1/31/14
TINTON FALLS POLICE DEPARTMENT,MONMOUTH,"COMPRESSOR UNIT,RECIPROCATING",1,"$5,283.00",1/31/14
TINTON FALLS POLICE DEPARTMENT,MONMOUTH,"FLOODLIGHT SET,TRAILER MOUNTED",1,"$4,489.00",2/6/14
TINTON FALLS POLICE DEPARTMENT,MONMOUTH,"PARTS KIT,WINCH,OVE",5,"$5,263.00",2/7/14
TINTON FALLS POLICE DEPARTMENT,MONMOUTH,"TOWBAR,MOTOR VEHICLE",2,"$1,930.00",2/10/14
TINTON FALLS POLICE DEPARTMENT,MONMOUTH,"FIRST AID KIT,UNIVERSAL",50,$90.82,2/12/14
TINTON FALLS POLICE DEPARTMENT,MONMOUTH,SLEEPING BAG,20,$65.86,2/14/14
TINTON FALLS POLICE DEPARTMENT,MONMOUTH,"TRUCK,DUMP",1,"$196,327.00",2/14/14
TINTON FALLS POLICE DEPARTMENT,MONMOUTH,"SHIRT,COLD WEATHER",1,$60.25,2/19/14
TINTON FALLS POLICE DEPARTMENT,MONMOUTH,"TRUCK,DUMP",1,"$196,327.00",2/19/14
TINTON FALLS POLICE DEPARTMENT,MONMOUTH,"WRENCH,BOX",2,$104.19,2/19/14
TINTON FALLS POLICE DEPARTMENT,MONMOUTH,"BRACKET,TOW HOOK",6,$63.20,2/20/14
TINTON FALLS POLICE DEPARTMENT,MONMOUTH,"LITTER,FOLDING,RIGID POLE",2,$317.13,2/20/14
TINTON FALLS POLICE DEPARTMENT,MONMOUTH,"PARTS KIT,SEAT,VEHICULAR",1,$809.00,2/20/14
TINTON FALLS POLICE DEPARTMENT,MONMOUTH,"TOOL KIT,GENERAL MECHANIC'S",1,"$8,220.00",2/20/14
TINTON FALLS POLICE DEPARTMENT,MONMOUTH,"ELECTRIC PORTABLE, HAND LIGHTING EQUIP",5,$0.00,2/25/14
TINTON FALLS POLICE DEPARTMENT,MONMOUTH,"CABLE KIT,SPECIAL POWER",2,$396.00,2/27/14
TINTON FALLS POLICE DEPARTMENT,MONMOUTH,"CHEST,AMMUNITION",20,$11.10,2/27/14
TINTON FALLS POLICE DEPARTMENT,MONMOUTH,"CHEST,AMMUNITION",20,$11.10,2/27/14
TINTON FALLS POLICE DEPARTMENT,MONMOUTH,"LADDER,VEHICLE BOARDING",1,$200.00,2/28/14
TINTON FALLS POLICE DEPARTMENT,MONMOUTH,"LADDER,VEHICLE BOARDING",1,$200.00,2/28/14
TINTON FALLS POLICE DEPARTMENT,MONMOUTH,"WINCH,ELECTRIC",2,"$3,275.00",2/28/14
TINTON FALLS POLICE DEPARTMENT,MONMOUTH,"WRENCH,IMPACT,HYDRAULIC",1,"$2,297.00",2/28/14
WALL TOWNSHIP POLICE DEPARTMENT,MONMOUTH,"AUGER,EARTH,TRACTOR MOUNTING",1,"$1,407.00",11/19/13
WALL TOWNSHIP POLICE DEPARTMENT,MONMOUTH,"CASE,MEDICAL INSTRUMENT AND SUPPLY SET",16,$768.71,12/11/13
WALL TOWNSHIP POLICE DEPARTMENT,MONMOUTH,"CHEST,AMMUNITION",25,$11.10,12/11/13
WALL TOWNSHIP POLICE DEPARTMENT,MONMOUTH,"DRILL, POWER",1,$0.00,12/11/13
WALL TOWNSHIP POLICE DEPARTMENT,MONMOUTH,LIGHTWEIGHT MAINTENANCE ENCLOSURE (LME) GREEN,1,"$8,865.10",12/11/13
WALL TOWNSHIP POLICE DEPARTMENT,MONMOUTH,"LITTER,EVACUATION",2,$749.35,12/11/13
WALL TOWNSHIP POLICE DEPARTMENT,MONMOUTH,POWER SUPPLY,2,"$3,329.64",12/11/13
WALL TOWNSHIP POLICE DEPARTMENT,MONMOUTH,SLEEPING BAG,50,$65.86,12/11/13
WALL TOWNSHIP POLICE DEPARTMENT,MONMOUTH,SPACE AND WATER HEATING EQUIPMENT,1,$0.00,12/11/13
WALL TOWNSHIP POLICE DEPARTMENT,MONMOUTH,"TOOL KIT,ELECTRONIC",1,$553.00,12/11/13
WALL TOWNSHIP POLICE DEPARTMENT,MONMOUTH,"TRAILER,CARGO",2,"$8,954.00",12/11/13
WALL TOWNSHIP POLICE DEPARTMENT,MONMOUTH,"TRUCK,LIFT,FORK",1,"$10,584.00",12/11/13
WALL TOWNSHIP POLICE DEPARTMENT,MONMOUTH,"LIFE PRESERVER,VEST",24,$871.14,12/26/13
WALL TOWNSHIP POLICE DEPARTMENT,MONMOUTH,"LIGHT SET,GENERAL ILLUMINATION",2,"$5,652.00",1/15/14
WALL TOWNSHIP POLICE DEPARTMENT,MONMOUTH,SWORD AND SCABBARD,1,$183.06,1/15/14
WALL TOWNSHIP POLICE DEPARTMENT,MONMOUTH,"MAT,SLEEPING,SELF-INFLATING",40,$45.31,1/30/14
WALL TOWNSHIP POLICE DEPARTMENT,MONMOUTH,"RAMP,MOBILE,CONTAINER LOADING",1,"$7,229.00",2/11/14
WALL TOWNSHIP POLICE DEPARTMENT,MONMOUTH,TOOL BOX,6,$21.63,3/18/98
WALL TOWNSHIP POLICE DEPARTMENT,MONMOUTH,CANTEEN WATER,20,$0.85,4/2/98
WALL TOWNSHIP POLICE DEPARTMENT,MONMOUTH,"CHEST,AMMUNITION",10,$5.99,8/2/99
WALL TOWNSHIP POLICE DEPARTMENT,MONMOUTH,SHIPPING & STORAGE,10,$16.17,8/2/99
WALL TOWNSHIP POLICE DEPARTMENT,MONMOUTH,MONITOR,1,"$1,979.00",8/31/99
WALL TOWNSHIP POLICE DEPARTMENT,MONMOUTH,MONITOR,1,$400.00,8/31/99
,MONMOUTH,"RIFLE,7.62 MILLIMETER",1,$138.00,3/23/06
,MONMOUTH,"RIFLE,7.62 MILLIMETER",1,$138.00,3/23/06
,MONMOUTH,"RIFLE,5.56 MILLIMETER",1,$499.00,8/7/06
,MONMOUTH,"RIFLE,5.56 MILLIMETER",1,$499.00,8/7/06
,MONMOUTH,"RIFLE,7.62 MILLIMETER",1,$138.00,5/21/08
,MONMOUTH,"RIFLE,7.62 MILLIMETER",1,$138.00,5/21/08
,MONMOUTH,"RIFLE,7.62 MILLIMETER",1,$138.00,9/4/08
,MONMOUTH,"RIFLE,7.62 MILLIMETER",1,$138.00,9/4/08
,MONMOUTH,"RIFLE,7.62 MILLIMETER",1,$138.00,9/4/08
,MONMOUTH,"RIFLE,7.62 MILLIMETER",1,$138.00,9/4/08
,MONMOUTH,"RIFLE,7.62 MILLIMETER",1,$138.00,10/8/08
